adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/mXndmCbpvlqnD6po0EMfxEZcUSn.jpg,"[27, 53]",138843,en,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",126.482,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,2013-07-18,The Conjuring,False,7.539,11653
False,/f5YZfKutoXF09p2scOQMqa1TQf8.jpg,"[27, 53]",78383,en,Nurse 3-D,"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.",120.982,/3FSl2sSRsNuOVOJgX6HsmnM3gAo.jpg,2013-09-28,Nurse 3-D,False,5.3,466
False,/63y4XSVTZ7mRzAzkqwi3o0ajDZZ.jpg,"[80, 18, 35]",106646,en,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",122.523,/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,2013-12-25,The Wolf of Wall Street,False,8.0,24246
False,/u2bZhH3nTf0So0UIC1QxAqBvC07.jpg,"[16, 10751, 12, 14]",109445,en,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",118.727,/mmWheq3cFI4tYrZDiATOkCNTqgK.jpg,2013-11-20,Frozen,False,7.247,16661
False,/kg2FOT2Oe5PSCgs3L4vLel6B7ck.jpg,"[28, 27, 878, 53]",72190,en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",102.17,/aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg,2013-06-19,World War Z,False,6.82,15503
False,/3RFmTz5h2UuFWEV4oH00XICBR9y.jpg,"[18, 53, 80]",146233,en,Prisoners,"Keller Dover is facing every parent’s worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street.",85.49,/jsS3a3ep2KyBVmmiwaz3LvK49b1.jpg,2013-09-19,Prisoners,False,8.1,11920
False,/npCPnwDyWfQltGfIZKN6WqeUXGI.jpg,"[14, 12, 28]",57158,en,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",68.477,/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,2013-12-11,The Hobbit: The Desolation of Smaug,False,7.6,13278
False,/s5cO1UTGIw4EVcVpvOVmCSSkopH.jpg,[35],109418,en,Grown Ups 2,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",78.208,/hT6ijOtjtYrnyDhN7VA2QWyGFAm.jpg,2013-07-11,Grown Ups 2,False,6.139,4357
False,/fOipappvgVtUbbHOtmCkHzcwJjC.jpg,"[16, 35, 10751]",93456,en,Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,72.6,/xL6t0Fo38DjiiuNLVSj58xJWNJy.jpg,2013-06-26,Despicable Me 2,False,6.9,11338
False,/ig7qUy7drkEFZNCK7gi0hMn1WMN.jpg,"[28, 878, 12]",68726,en,Pacific Rim,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",92.571,/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,2013-07-11,Pacific Rim,False,6.907,12527
False,/33dV6HAnXBmwKl640gO3U4auqUN.jpg,"[28, 878, 18]",110415,ko,Snowpiercer,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",60.059,/nzccOvhrLGI0nvAknCEAk8bchD9.jpg,2013-08-01,Snowpiercer,False,6.905,9615
False,/14FK4FjArsTdpmbqwlROrWA4Npl.jpg,"[12, 28, 878]",101299,en,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",51.184,/qdXXEFGuLLfMWa1DGEkWFUo8Zwd.jpg,2013-11-15,The Hunger Games: Catching Fire,False,7.4,17454
False,/j9NGh8z7v2mLpGKkvUAHox81bqi.jpg,"[18, 10749]",64682,en,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",51.656,/nimh1rrDDLhgpG8XAYoUZXHYwb6.jpg,2013-05-09,The Great Gatsby,False,7.366,12301
False,/5n417Ff5GXOGCOKj3ZLMRAxEP0o.jpg,"[18, 9648]",249397,en,Nymphomaniac: Vol. II,The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,66.293,/iLUNqgNKuWn667kXCKztSxYbT3k.jpg,2013-12-25,Nymphomaniac: Vol. II,False,6.7,2930
False,/69EFgWWPFWbRNHmQgYdSnyJ94Ge.jpg,"[28, 12, 878]",49521,en,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",57.366,/dksTL9NXc3GqPBRHYHcy1aIwjS.jpg,2013-06-12,Man of Steel,False,6.6,15221
False,/73Ridh5DhGBmKAiwq8gy3IbtthT.jpg,"[28, 80, 35]",134374,en,Pain & Gain,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",50.587,/txagTxnwbpSOvSf6JdIIvUPsJHN.jpg,2013-04-18,Pain & Gain,False,6.273,4492
False,/uhYoytlNaq46dG81wLmHqaSuzWu.jpg,"[28, 12, 14]",76338,en,Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",53.566,/wD6g4EcmR6R3VNbuBmNOVq2qWrM.jpg,2013-10-30,Thor: The Dark World,False,6.519,17391
False,/iVped1djsF0tvGkvnHbzsE3ZPTF.jpg,"[28, 12, 878]",68721,en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",64.212,/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,2013-04-18,Iron Man 3,False,6.929,22312
False,/bNgqt819qpHcszjCzLCG5y16ldF.jpg,"[16, 12, 10751, 14, 35, 28]",49519,en,The Croods,"The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",64.458,/27zvjVOtOi5ped1HSlJKNsKXkFH.jpg,2013-03-15,The Croods,False,6.9,7101
False,/fzZmcKQv7ZTGIiPvocPhNs3wUyK.jpg,"[18, 10749, 14]",122906,en,About Time,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",52.203,/iR1bVfURbN7r1C46WHFbwCkVve.jpg,2013-09-04,About Time,False,7.9,8580
False,/hmAOMwVeJfdWXgK1Ikyl2eYkE99.jpg,"[16, 10751]",62211,en,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,51.295,/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg,2013-06-19,Monsters University,False,7.039,10684
False,/14FK4FjArsTdpmbqwlROrWA4Npl.jpg,"[12, 28, 878]",101299,en,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",51.184,/qdXXEFGuLLfMWa1DGEkWFUo8Zwd.jpg,2013-11-15,The Hunger Games: Catching Fire,False,7.428,17455
False,/73Ridh5DhGBmKAiwq8gy3IbtthT.jpg,"[28, 80, 35]",134374,en,Pain & Gain,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",50.587,/txagTxnwbpSOvSf6JdIIvUPsJHN.jpg,2013-04-18,Pain & Gain,False,6.273,4492
False,/o8ZS811VjYbBi4pRYwILLdWCVey.jpg,[35],109439,en,The Hangover Part III,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",50.155,/vtxuPWkdllLNLVyGjKYa267ntuH.jpg,2013-05-23,The Hangover Part III,False,6.213,8703
False,/xEY0MV2jSQBz9iOJfCFvLTiPGMA.jpg,"[53, 80]",75656,en,Now You See Me,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,49.412,/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,2013-05-29,Now You See Me,False,7.337,15597
False,/yvunjjIArbzlgjmIQaouuGAP6jB.jpg,"[12, 35, 18, 14]",116745,en,The Secret Life of Walter Mitty,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,49.094,/tY6ypjKOOtujhxiSwTmvA4OZ5IE.jpg,2013-12-18,The Secret Life of Walter Mitty,False,7.191,7655
False,/6u5WHyEzphjs8wAT3JGw9Dhv180.jpg,"[28, 53]",117263,en,Olympus Has Fallen,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",48.758,/gKnx04MxnKcf5uOdhHhAAkqcCg.jpg,2013-03-20,Olympus Has Fallen,False,6.402,6628
False,/o6TYNmB1CT85j7lmyvSedoybyc9.jpg,"[14, 12, 10751]",68728,en,Oz the Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",47.77,/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg,2013-03-07,Oz the Great and Powerful,False,5.921,6525
False,/eVidMQ5eXDhRizo9ig1X4iWCDqe.jpg,"[28, 18, 53]",117251,en,White House Down,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",46.854,/6TeIVKPw7nXXWy2zKmDmlnSwzb7.jpg,2013-06-27,White House Down,False,6.467,4772
False,/utghtkDDOhwEDS7r9hhRhn7Wneg.jpg,"[53, 878]",220289,en,Coherence,"On the night of an astronomical anomaly, eight friends at a dinner party experience a troubling chain of reality bending events.",46.777,/ezUtb9m5DeLwL2gxi4gktzNCvQv.jpg,2013-09-19,Coherence,False,7.231,2949
False,/CZiD27RwiE3urSTWT522bC8IY0.jpg,"[35, 27]",139038,en,A Haunted House,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.",46.431,/tpw6kvuAJBo1CGRw1Bwdz1KU0hc.jpg,2013-01-11,A Haunted House,False,5.945,1911
False,/nG5zmbVeYlcDhckrPAe06fArywn.jpg,"[10749, 878, 18]",152601,en,Her,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",45.927,/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg,2013-12-18,Her,False,7.852,14347
False,/9J3HHP3kQ5ZStyirJyWPWtvvrHY.jpg,"[878, 27, 53]",158015,en,The Purge,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",45.829,/46X1ei9uf13nkkr0OhWldGyr5Uh.jpg,2013-05-31,The Purge,False,6.252,8417
False,/dxmp5eHarPlNyeRyuzD6oMWqTjs.jpg,"[16, 10751]",77950,en,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,45.524,/inTKQni4YW8syrfgnXHwzmNeSo4.jpg,2013-07-11,Turbo,False,6.229,3380
False,/g6QPI70Kzt91Q0lGyLfsVqZAwlJ.jpg,"[10752, 28, 18]",193756,en,Lone Survivor,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.",45.384,/zaBIrloyhGK7iNTZMb3f9SARsl8.jpg,2013-12-24,Lone Survivor,False,7.4,4365
False,/nuN3z2EwFAGX8BFwvXH3mMi8GIM.jpg,[35],4258,en,Scary Movie 5,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",43.941,/9WNozxN2UVf7rA73FJBWdWJZhfP.jpg,2013-04-11,Scary Movie 5,False,4.8,2812
False,/lLZdvnt25Jg5R9Cece3EYKnTsrW.jpg,"[28, 53]",136418,en,Hummingbird,"Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity, transforming into an avenging angel in the process.",43.228,/bN2aGUOxHRwGms68WTDr2MHzkKa.jpg,2013-05-07,Hummingbird,False,6.2,1715
False,/7fVH3iPculxmygNnm1W3FAQFAo7.jpg,"[16, 28, 878]",126963,ja,ドラゴンボールZ 神と神,"The events of Battle of Gods take place some years after the battle with Majin Buu, which determined the fate of the entire universe. After awakening from a long slumber, Beerus, the God of Destruction is visited by Whis, his attendant and learns that the galactic overlord Frieza has been defeated by a Super Saiyan from the North Quadrant of the universe named Goku, who is also a former student of the North Kai. Ecstatic over the new challenge, Goku ignores King Kai's advice and battles Beerus, but he is easily overwhelmed and defeated. Beerus leaves, but his eerie remark of ""Is there nobody on Earth more worthy to destroy?"" lingers on. Now it is up to the heroes to stop the God of Destruction before all is lost.",43.217,/nxZEdYcHMuD8SSuwusDnK9CD2H1.jpg,2013-03-30,Dragon Ball Z: Battle of Gods,False,6.8,1539
False,/4Bb1kMIfrT2tYRZ9M6Jhqy6gkeF.jpg,"[18, 36]",76203,en,12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",42.892,/xdANQijuNrJaw1HA61rDccME4Tm.jpg,2013-10-18,12 Years a Slave,False,7.936,11318
False,/k3PqsPLkKLDyjZupZ6gqZHPxMv3.jpg,"[28, 12, 878]",54138,en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",42.204,/eXbCboT5mMv9RH1E7ogzIytN302.jpg,2013-05-05,Star Trek Into Darkness,False,7.3,9141
False,/r1917G5vqOWmSXvuKHeLU0SI6Dc.jpg,"[28, 878, 12]",72559,en,G.I. Joe: Retaliation,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",41.482,/nZKk8XA0VrvRSdMQvBAF5Nzniwo.jpg,2013-03-27,G.I. Joe: Retaliation,False,5.626,5496
False,/w5T2Avx3FCyqhzHxzQPeIli91BJ.jpg,"[27, 53]",76617,en,Texas Chainsaw 3D,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",41.094,/qaPvvHP1kKlQaUAXQZQAWitqBOT.jpg,2013-01-03,Texas Chainsaw 3D,False,5.5,1690
False,/zo1FlbNdKPpKDr5ENhPbVZEzwRy.jpg,[27],132232,en,Mama,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",40.432,/eo8BhR8Q5STmWE9sMLsEPagxmy6.jpg,2013-01-17,Mama,False,6.273,4159
False,/iiYP6CZr2EzR8vYCbmXs3801GNx.jpg,"[9648, 53]",179826,en,Odd Thomas,"In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.",40.038,/skBMhQjHLTU1rp4gutxHp0JuY1C.jpg,2013-01-29,Odd Thomas,False,6.914,1342
False,/npFPqZeHlEPOlLEpykP6kuSsi6v.jpg,"[878, 53, 18]",49047,en,Gravity,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",39.033,/kZ2nZw8D681aphje8NJi8EfbL1U.jpg,2013-10-03,Gravity,False,7.2,15408
False,/mJSe5dxKu8Sq0GfdjdWVqdGvzfV.jpg,"[14, 27, 28]",60304,en,Hansel & Gretel: Witch Hunters,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",38.684,/j343Rpj3WeNvP0SV80zveve70io.jpg,2013-01-17,Hansel & Gretel: Witch Hunters,False,6.076,6759
False,/rmYAHOJoA55EKP2t4WQAntPTjMY.jpg,"[53, 27, 80]",207768,en,I Spit on Your Grave 2,"Broke, and in desperate need to update her portfolio, New York City model Katie calls a number from a tear-off flyer offering free photos. But this innocent attempt quickly turns into an unthinkable kidnapping nightmare where she's ripped away from everyone and everything she knows.",38.378,/cy3zp7PA4JFq8bT0WwSi8uDlrbD.jpg,2013-08-25,I Spit on Your Grave 2,False,6.3,1300
False,/uQsnStQOLaqCBSTU3yeggpqbt8n.jpg,"[878, 28, 53]",87421,en,Riddick,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.",37.89,/xhdDd6Gd6EaPBwNdCjNW2HCnIQY.jpg,2013-09-02,Riddick,False,6.32,4088
False,/vWriOBVlgW0XWdgbOiijhyLW7B8.jpg,"[16, 10751, 35]",109451,en,Cloudy with a Chance of Meatballs 2,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",37.766,/ss5NcK2NWFg2YcKKYXLrk8q1myS.jpg,2013-09-26,Cloudy with a Chance of Meatballs 2,False,6.432,3217
False,/zL8Xa10zuG97oz31yJorOCCVuZP.jpg,[27],109428,en,Evil Dead,"Mia, a drug addict, is determined to kick the habit. To that end, she asks her brother, David, his girlfriend, Natalie and their friends Olivia and Eric to accompany her to their family's remote forest cabin to help her through withdrawal. Eric finds a mysterious Book of the Dead at the cabin and reads aloud from it, awakening an ancient demon. All hell breaks loose when the malevolent entity possesses Mia.",36.635,/1gDV0Lm9y8ufIKzyf0h0GBgb9Zj.jpg,2013-04-05,Evil Dead,False,6.558,4652
False,/djSAd6HUm66eVNC3PiZbYwOpD5A.jpg,"[14, 28, 12, 18]",81005,en,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",36.455,/9jSI7saUX9Qz0JLh19jX2ulEwL7.jpg,2013-02-27,Jack the Giant Slayer,False,5.846,4924
False,/sbkYWB5QcfT00gLUkbNE5LTdhIX.jpg,"[28, 878, 12, 9648]",75612,en,Oblivion,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",35.463,/eO3r38fwnhb58M1YgcjQBd3VNcp.jpg,2013-04-10,Oblivion,False,6.7,10759
False,/wH4cVjDSdBj0mqDeakm3yHn3jse.jpg,"[878, 28, 18, 53]",68724,en,Elysium,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes, a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",34.749,/rsuIJsSiCMRv5GngEY2i1R5AKB9.jpg,2013-08-07,Elysium,False,6.512,8901
False,/gd2vQT8uMf1FAsiC0OdewL7XUFR.jpg,"[28, 35, 80, 53]",146216,en,RED 2,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,34.707,/tbksijr6g340yFWRgI4JfwrtM9h.jpg,2013-07-18,RED 2,False,6.525,4053
False,/z4nKeZpPCrTifS6pzzK8vNleADl.jpg,"[14, 28, 9648]",123553,en,The Mortal Instruments: City of Bones,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",34.474,/zaK1aVn5vXfNwLIDop9U8XA3Q0x.jpg,2013-08-21,The Mortal Instruments: City of Bones,False,6.439,4459
False,/eagBKhOpfNccNm5Op4nQkWds5eP.jpg,"[18, 10749]",464026,ko,가자! 장미여관으로,"Seong-soo hasn't had any physical contact with his girlfriend yet after 6 months of being together so he's always excited to see her. One day, Seong-soo succeeds in getting Min-ae into Rose Motel. When he is about to shower, Seong-soo discovers a small hole in the wall leading to the next room and watches the couple next door having intercourse. Seong-soo continues to watch out of curiosity but realizes he just watched celebrity Sara giving sexual favors to a big shot politician...",34.282,/8ogCczLG6EhQEnSWoqs6092bGm3.jpg,2013-08-14,Let's Go To Rose Motel,False,4.0,1
False,/q7mQRFnkzwlifhoSt3GGfV7OMor.jpg,"[10749, 18]",152584,fr,La Vie d'Adèle - Chapitres 1 et 2,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself.",33.592,/kgUk1wti2cvrptIgUz0VTAtSF6w.jpg,2013-10-09,Blue Is the Warmest Color,False,7.08,4608
False,/D3eDUNEzJPBDG3TCJcR7RyRgTA.jpg,"[18, 28]",96721,en,Rush,"In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",33.583,/5hpcfL3WH5ArSPUlfD4E1TtaOd0.jpg,2013-09-02,Rush,False,7.722,7189
False,/6Oxd8dZr7IxdCPwibq0bj3Z9wpQ.jpg,[18],111190,en,Adore,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",33.426,/oGoYG9wy6iBO7xJwdkeVGYMEK3e.jpg,2013-04-03,Adore,False,6.1,972
False,/39XzlXJRGMdHGGtHJ3VlCRfRRin.jpg,"[28, 53]",204082,en,Homefront,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter, Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",33.286,/6pF8D9bDIAmuHgCqGKEfuNWRQam.jpg,2013-11-12,Homefront,False,6.939,3527
False,/xf3Yef7KrJcmLXertdKFhl860U4.jpg,"[28, 35]",109414,en,This Is the End,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",27.603,/7Wdc3etyBJA4432TYtz6n9GQd1c.jpg,2013-06-12,This Is the End,False,6.223,6402
