adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/jUeUWPkq7rDIjrDsm0tWVuoTEwq.jpg,"[10751, 12, 35, 10402, 16]",258509,en,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",33.41,/8HWrT1jjmjrDwnfTBBuxHxw8G1Q.jpg,2015-12-17,Alvin and the Chipmunks: The Road Chip,False,6.0,1637
False,/h3X1YZXNeklLNKRVOS6DHGRosog.jpg,"[27, 35, 14]",287903,en,Krampus,"When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas.  Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers.",32.986,/mzPCU6xQ2XQmD76cDVZPm5PZAaS.jpg,2015-11-26,Krampus,False,6.202,2221
False,/kbfPaXHnImSDSPgfmbbWjIDgwv8.jpg,"[35, 16, 10751]",227973,en,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",32.206,/dZOcwqxurYhDyjmdnhYcGnn1agL.jpg,2015-11-05,The Peanuts Movie,False,6.932,1652
False,/5unLXlPDxh7I0D2RBHhznPNeUER.jpg,[27],301846,en,Howl,"When passengers on a train are attacked by a creature, they must band together in order to survive until morning.",32.108,/XcwP3VGTRVHjc4doNP8w1fdOJ7.jpg,2015-10-01,Howl,False,5.547,503
False,/or5kDR8Ve3TtuPSdEf1X5NdQHyz.jpg,"[28, 12, 878]",166424,en,Fantastic Four,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",31.595,/oeMpEsjmiT9PEJbRM1Fm7TZ1dE0.jpg,2015-08-05,Fantastic Four,False,4.419,6012
False,/a0jJMlI1Nw83EXaYmN0QHuccRXm.jpg,"[28, 35, 80]",238713,en,Spy,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",31.287,/6On9Ed52fz8W1h9PzaDQ12ZfHdn.jpg,2015-05-06,Spy,False,6.831,6033
False,/gmCo8EaYhvHx2zRw70KcjhVA7wn.jpg,"[18, 10749]",228205,en,The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,30.945,/qdUVfvPBvT6cetDDM7rn8y2CNZE.jpg,2015-04-09,The Longest Ride,False,7.632,3160
False,/kIizGfnRmHRgaVfGnyMfBbHYPrW.jpg,"[35, 18, 10749]",254320,en,The Lobster,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",30.911,/7Y9ILV1unpW9mLpGcqyGQU72LUy.jpg,2015-10-15,The Lobster,False,7.045,6289
False,/e9ZEuHGHZ06AToHlfN1L7nejJ7W.jpg,"[28, 12, 14, 18]",256040,te,బాహుబలి:ద బిగినింగ్,"The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",30.785,/9BAjt8nSSms62uOVYn1t3C3dVto.jpg,2015-07-10,Bāhubali: The Beginning,False,7.529,820
False,/vzbsqeoG7xH8EVOBiYBSIjU8wt1.jpg,"[878, 9648, 53, 28]",238615,en,Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,30.748,/jhzjPJnwiQwBzW0nIHBC01fr9GG.jpg,2015-07-10,Self/less,False,6.418,3112
False,/bnuBhHLzsRapDWheh9kwNn6qZnp.jpg,"[27, 878, 28]",340382,ja,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,"Eren Yeager leaves to restore a break in the wall destroyed by a Titan. He comes under attack by the Titans and is cornered. Shikishima comes to his aid. The titans never stops attacking.  Eren is now injured and tries to protect Armin, but is swallowed by a titan. A Titan with black hair appears and begins to expel the other titans.",30.678,/khTl77Kvwb7emwcluvwKRA7MkSs.jpg,2015-09-01,Attack on Titan II: End of the World,False,6.1,352
False,/1nkEaCMMKMjZ7NdaMBvBHd4wkhd.jpg,"[35, 28, 12]",203801,en,The Man from U.N.C.L.E.,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",30.577,/y5yZaForGSJbPD66Cvq9AT5WMAD.jpg,2015-08-13,The Man from U.N.C.L.E.,False,7.086,6383
False,/ohYqvUiCOhKpFA55NdIkfv6aveC.jpg,"[18, 53]",333381,en,Return to Sender,A nurse living in a small town goes on a blind date with a man who is not the person he says he is.,30.512,/idXlni6MEieEvRaDHxSPyeqP5pS.jpg,2015-05-31,Return to Sender,False,6.1,1199
False,/yqahXw1nO6HBMxcaVQtApo5ki1f.jpg,"[27, 53]",280092,en,Insidious: Chapter 3,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",29.995,/iDdGfdNvY1EX0uDdA4Ru77fwMfc.jpg,2015-05-28,Insidious: Chapter 3,False,6.274,3376
False,/jUeUWPkq7rDIjrDsm0tWVuoTEwq.jpg,"[10751, 12, 35, 10402, 16]",258509,en,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",33.41,/8HWrT1jjmjrDwnfTBBuxHxw8G1Q.jpg,2015-12-17,Alvin and the Chipmunks: The Road Chip,False,6.0,1637
False,/c4vArFoyluY4XyBkSZe2kgae613.jpg,[27],243688,en,Poltergeist,"A family's suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",28.153,/jBXupXZ7WEPUpkYFpkQsdipwBQn.jpg,2015-05-20,Poltergeist,False,5.206,2282
False,/1nkEaCMMKMjZ7NdaMBvBHd4wkhd.jpg,"[35, 28, 12]",203801,en,The Man from U.N.C.L.E.,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",30.577,/y5yZaForGSJbPD66Cvq9AT5WMAD.jpg,2015-08-13,The Man from U.N.C.L.E.,False,7.086,6383
False,/qRik98bxXPn4qCHTe3ffhbGFRAu.jpg,"[27, 28, 878]",295830,ja,進撃の巨人 ATTACK ON TITAN,"100 years ago, titans suddenly appeared on Earth. Soon, human civilization veered on collapse due to the titans. Humans then built a giant wall to defend themselves. Within the giant walls, humans lived in peace, but, 100 years later, the giant wall is broken.",29.577,/uT7qQMmP07FG935JfM1oMlwfvoV.jpg,2015-08-01,Attack on Titan,False,6.1,752
False,/cVsmfmsuUWjM9EKhtmqxtPmQjQG.jpg,"[28, 35, 10751]",256961,en,Paul Blart: Mall Cop 2,"Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",23.521,/qML63w7vgspicwLK6xXGLK17cM0.jpg,2015-04-16,Paul Blart: Mall Cop 2,False,5.2,1566
False,/i1gu3Pz0neavRcPs6XVmnEb1elS.jpg,"[27, 9648, 53]",359246,en,Hell House LLC,"Five years after an unexplained malfunction causes the death of 15 tour-goers and staff on the opening night of a Halloween haunted house tour, a documentary crew travels back to the scene of the tragedy to find out what really happened.",25.273,/xUSCQEbbAy3Lv6r00RfXtdxhRDX.jpg,2015-10-16,Hell House LLC,False,6.469,482
False,/o0ghC4XMIMdbRBXIqSvnPrxwj3W.jpg,"[10749, 18]",258480,en,Carol,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",29.732,/cJeled7EyPdur6TnCA5GYg0UVna.jpg,2015-11-20,Carol,False,7.5,3723
False,/c7xTZ9EA6GpH72xJC5s0x0KKR1a.jpg,"[10751, 16, 12, 35]",211672,en,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",27.085,/dr02BdCNAUPVU07aOodwPYv6HCf.jpg,2015-06-17,Minions,False,6.41,10600
False,/oCCvZEbqCCcALQtah8HJm9Ja4HT.jpg,[18],323272,en,War Room,"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer.",22.909,/unxQeVUi5DH01r7ZNvAHwpvX7UK.jpg,2015-08-28,War Room,False,7.831,531
False,/bXtkVDYcwyg9II0cHk6zhtzZGc3.jpg,"[28, 12, 18, 27, 878, 53]",338676,en,Extinction,"And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now.",26.653,/zwIDreu9pYCqKpv4jomqVM9yX1e.jpg,2015-08-07,Extinction,False,6.227,682
False,/xnuy6CYEoBmXKhTjKDSbzLe1dB5.jpg,"[53, 18, 12, 28, 36]",205775,en,In the Heart of the Sea,"In the winter of 1820, the New England whaling ship Essex is assaulted by something no one could believe—a whale of mammoth size and will, and an almost human sense of vengeance.",26.103,/weVvNPfk6FM9vBg3BXtRtNAmiYM.jpg,2015-12-03,In the Heart of the Sea,False,6.759,4116
False,/ugXEDHKGNUAp1ma4x7JOUCSmAXs.jpg,"[12, 16, 14, 10751]",309809,en,The Little Prince,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",25.329,/je5Z7gbFTzrs3FPHINo9yGiHoVo.jpg,2015-07-29,The Little Prince,False,7.609,2797
False,/96iXwJibeNW9RGEa58zYa0SQV6m.jpg,[53],241251,en,The Boy Next Door,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",22.262,/gicmSeLG6Uh7BF1r1mxZHUQ8r26.jpg,2015-01-23,The Boy Next Door,False,4.9,2032
False,/yqahXw1nO6HBMxcaVQtApo5ki1f.jpg,"[27, 53]",280092,en,Insidious: Chapter 3,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",29.995,/iDdGfdNvY1EX0uDdA4Ru77fwMfc.jpg,2015-05-28,Insidious: Chapter 3,False,6.273,3375
False,/fACoy2VWw9lz1UbqrgtbIcSYi5e.jpg,"[14, 12, 10751, 28]",266647,en,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",19.915,/w8i0mZR7MEL7c3bXSsuYg7VJsew.jpg,2015-09-24,Pan,False,5.961,2730
False,/cXfFzGNpVu07sROfyTuIU2SadoO.jpg,"[27, 10749, 9648, 53]",201085,en,Crimson Peak,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",22.973,/f9TOb5anVwZeSbYjU1qNxPk3KUk.jpg,2015-10-13,Crimson Peak,False,6.7,4956
False,/eyJk5LTMLIeAN2kVsP0yXrPZJfl.jpg,"[878, 53]",227719,en,Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",22.215,/9u5Rb0e7mx8qOO7zj39KnIRWClr.jpg,2015-01-28,Project Almanac,False,6.8,2627
False,/1u7TuvR5mSUz2xRQhz01i75IwdT.jpg,"[80, 53, 28]",201088,en,Blackhat,"Nicholas Hathaway, a furloughed convict, and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta. As Hathaway closes in, the stakes become personal as he discovers that the attack on a Chinese nuclear power plant was just the beginning.",23.381,/7zu6HPnKPjNA7NuR4DGRdaH0PdX.jpg,2015-01-13,Blackhat,False,5.505,2038
False,/fX8OjnkkWnGJdQ7tkpf8z7la4Xu.jpg,"[27, 53, 18]",228973,en,Backcountry,A couple on a deep-wilderness hike become hopelessly lost within an aggressive black bear's territory.,23.887,/AdIkDCWcBqv1B10ncm71sMiqEEF.jpg,2015-03-20,Backcountry,False,5.943,659
False,/iQY3kJ2oqHqmcSm32xPfkFF4xW9.jpg,[27],283445,en,Sinister 2,A young mother and her twin sons move into a rural house that's marked for death.,25.103,/hF6ORyihtAWHqKkIQI8BSpLQyON.jpg,2015-08-19,Sinister 2,False,5.887,2143
False,/aLhtnH4pKHnD02ZfBGm2djwlNBH.jpg,"[16, 99]",426889,fr,Le clitoris,"Women are lucky, they get to have the only organ in the human body dedicated exclusively for pleasure: the clitoris! In this humorous and instructive animated documentary, find out its unrecognized anatomy and its unknown herstory.",891.545,/p5i1yyQW6OpLfB59w7ZkX5lvBqD.jpg,2016-06-18,Le clitoris,False,6.6,14
False,/fVpFOcQyHJM2di9upgSIwWD5wac.jpg,"[27, 53, 28, 12]",396535,ko,부산행,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",128.398,/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg,2016-07-20,Train to Busan,False,7.8,7575
False,/rfkIeCaIHhN3K5wjJJqKmfUjYp8.jpg,"[18, 36]",381284,en,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",98.16,/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,2016-12-10,Hidden Figures,False,8.1,9798
False,/9tOkjBEiiGcaClgJFtwocStZvIT.jpg,"[16, 12, 10751, 35]",269149,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",115.053,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,2016-02-11,Zootopia,False,7.749,16469
False,/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,"[18, 36, 10752]",324786,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",113.549,/fTuxNlgEm04PPFkr1xfK94Jn8BW.jpg,2016-10-07,Hacksaw Ridge,False,8.195,13883
False,/mAUfGMmYmsBeKRHlBdaj7YUe1Ow.jpg,"[14, 12, 10751]",258230,en,A Monster Calls,"A boy imagines a monster that helps him deal with his difficult life and see the world in a different way. Conor, a twelve-year-old boy, encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.",143.459,/vNzWJwVqjszWwXrA7ZfsrJmhgV9.jpg,2016-10-07,A Monster Calls,False,7.276,3336
False,/nlPCdZlHtRNcF6C9hzUH4ebmV1w.jpg,"[35, 18, 10749, 10402]",313369,en,La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",95.59,/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,2016-12-01,La La Land,False,7.9,17018
False,/k2VX0gFu2BEJhvduQTq2ioYp8z7.jpg,"[28, 12, 35]",293660,en,Deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",97.885,/3E53WEZJqP6aM84D8CckXx4pIHw.jpg,2016-02-09,Deadpool,False,7.6,31282
False,/ayDMYGUNVvXS76wQgFwTiUIDNb5.jpg,"[10752, 28, 36, 18]",300671,en,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,66.788,/AskDcQ6Sa6jImyt2KDQbgRuPebH.jpg,2016-01-14,13 Hours: The Secret Soldiers of Benghazi,False,7.274,3594
False,/3WK7p9EdZmmvB1IbB2Vw9Rf4lXH.jpg,"[18, 10749]",296096,en,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",106.554,/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg,2016-06-01,Me Before You,False,7.9,12476
False,/msgutegakwajb9vjC3Xgh4t7e0M.jpg,"[28, 18]",348893,en,Boyka: Undisputed IV,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.",90.812,/7QGdIJWWTkPhVjpQ0zA6z69khod.jpg,2016-08-01,Boyka: Undisputed IV,False,7.163,1333
False,/3tMV2dYmvxMr511fD7Ap79tRFls.jpg,[27],259693,en,The Conjuring 2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,91.666,/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg,2016-06-08,The Conjuring 2,False,7.285,8467
False,/wdwcOBMkt3zmPQuEMxB3FUtMio2.jpg,"[12, 28, 878]",271110,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",99.339,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,2016-04-27,Captain America: Civil War,False,7.4,22843
False,/9o9ci7ZH9chSy8B7YXCBYih8Kkd.jpg,"[53, 18, 10749]",290098,ko,아가씨,"In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.",81.713,/dLlH4aNHdnmf62umnInL8xPlPzw.jpg,2016-06-01,The Handmaiden,False,8.2,3807
False,/5fX1oSGuYdKgwWmUTAN5MNSQGzr.jpg,"[28, 12, 14]",209112,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",74.984,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,2016-03-23,Batman v Superman: Dawn of Justice,False,5.974,18073
False,/hNCqkXbWd40eftqSdjq8TmV7Mqr.jpg,"[18, 878, 9648]",329865,en,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",73.364,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,2016-11-10,Arrival,False,7.6,17922
False,/59CCw4EtiahW0E5cfTrvdbqPQTo.jpg,"[16, 35, 10751, 10402]",335797,en,Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,66.479,/zZTlF2eVVUkbdmccd3bNUU9T9sD.jpg,2016-11-23,Sing,False,7.111,7981
False,/8x9iKH8kWA0zdkgNdpAew7OstYe.jpg,"[16, 10749, 18]",372058,ja,君の名は。,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",80.963,/vfJFJPepRKapMd5G2ro7klIRysq.jpg,2016-08-26,Your Name.,False,8.5,11551
False,/8Qsr8pvDL3s1jNZQ4HK1d1Xlvnh.jpg,"[14, 12]",259316,en,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",66.99,/h6NYfVUyM6CDURtZSnBpz647Ldd.jpg,2016-11-16,Fantastic Beasts and Where to Find Them,False,7.319,18863
False,/8oYykF1Qhrb8fC2qZqD71EzRywg.jpg,"[10751, 12, 18, 14]",278927,en,The Jungle Book,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",63.659,/2Epx7F9X7DrFptn4seqn4mzBVks.jpg,2016-04-07,The Jungle Book,False,6.865,8079
False,/uT5G4fA7jKxlJNfwYPMm353f5AI.jpg,"[28, 12, 16, 35, 10751]",140300,en,Kung Fu Panda 3,"While Po and his father are visiting a secret panda village, an evil spirit threatens all of China, forcing Po to form a ragtag army to fight back.",63.793,/oajNi4Su39WAByHI6EONu8G8HYn.jpg,2016-01-23,Kung Fu Panda 3,False,6.909,6100
False,/zi2oYYNSSv7t44iSt5YrxHX9PYs.jpg,[27],310131,en,The Witch,"In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.",58.544,/zap5hpFCWSvdWSuPGAQyjUv2wAC.jpg,2016-02-19,The Witch,False,7.0,7053
False,/n2pSbjJHR0g1MPJ1wq3n3OA7MPl.jpg,"[80, 53, 18]",302946,en,The Accountant,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",53.93,/qttnL1Kt1EDCOiLBOdqbl82fwYa.jpg,2016-10-13,The Accountant,False,7.09,6250
False,/aL53oMdZKZRJRH8txH07DLuleF9.jpg,"[28, 12, 14]",284052,en,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",73.007,/uGBVj3bEbCoZbDjjl9wTxcygko1.jpg,2016-10-25,Doctor Strange,False,7.42,22280
False,/ww1eIoywghjoMzRLRIcbJLuKnJH.jpg,"[28, 53]",343611,en,Jack Reacher: Never Go Back,"Years after resigning command of an elite military police unit, the nomadic, righter-of-wrongs Reacher is drawn back into the life he left behind when his friend and successor, Major Susan Turner is framed for espionage. Reacher will stop at nothing to prove her innocence and to expose the real perpetrators behind the killings of his former soldiers.",47.804,/cOg3UT2NYWHZxp41vpxAnVCOC4M.jpg,2016-10-19,Jack Reacher: Never Go Back,False,5.994,4917
False,/iYLKMV7PIBtFmtygRrhSiyzcVsF.jpg,"[12, 35, 10751, 16]",277834,en,Moana,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",73.247,/9tzN8sPbyod2dsa0lwuvrwBDWra.jpg,2016-10-13,Moana,False,7.6,12800
False,/2ex2beZ4ssMeOduLD0ILzXKCiep.jpg,"[28, 12, 878, 14]",246655,en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",57.247,/ikA8UhYdTGpqbatFa93nIf6noSr.jpg,2016-05-18,X-Men: Apocalypse,False,6.514,13041
False,/8GXri7UnwE7dVNfUAZVDn7Z8UBZ.jpg,"[12, 28, 37]",333484,en,The Magnificent Seven,"Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.",86.199,/ezcS78TIjgr85pVdaPDd2rSPVNs.jpg,2016-09-14,The Magnificent Seven,False,6.457,5969
False,/7GEi50BH2gjWuhoAx55Mmb0f7Vj.jpg,"[27, 9648]",397243,en,The Autopsy of Jane Doe,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",59.663,/6K0wjP8kPCiPYy9PtXBGuypyt5I.jpg,2016-12-21,The Autopsy of Jane Doe,False,6.8,4299
False,/th26RNksfM9nn7DPH06OqiV6BA2.jpg,"[28, 12, 14]",311324,en,The Great Wall,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,41.141,/p70dq1YxabemdZDm5K6Q8G10wSn.jpg,2016-12-16,The Great Wall,False,6.0,5163
False,/q5HZvtyqG8Vz39Ee9uTQbLeEml.jpg,"[16, 18, 10749]",378064,ja,映画 聲の形,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",54.348,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,2016-09-17,A Silent Voice: The Movie,False,8.38,4017
False,/6t8ES1d12OzWyCGxBeDYLHoaDrT.jpg,"[28, 12, 878]",330459,en,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,79.495,/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,2016-12-14,Rogue One: A Star Wars Story,False,7.493,15352
False,/bF9k4L3E93fHESs55zcyvxG5qZH.jpg,"[28, 12, 14]",205584,en,Gods of Egypt,A common thief joins a mythical god on a quest through Egypt.,48.135,/hzH7fwaTyQNITLo40Hu3R7cVMqv.jpg,2016-02-25,Gods of Egypt,False,5.66,4080
False,/b5QnSrjDRHUFg3hpjmwBwsJfzyP.jpg,"[14, 28, 53]",346672,en,Underworld: Blood Wars,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",49.076,/v1ciDCWMG47gdT4kMyjyQbnLQQn.jpg,2016-11-24,Underworld: Blood Wars,False,5.9,3692
False,/8U9yGCSAhzSDnVUmIQpFMOIBc6q.jpg,"[28, 80, 53]",278924,en,Mechanic: Resurrection,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",51.011,/8L4Nf2R1Dkph2EYhOmbnXbBoLUF.jpg,2016-08-25,Mechanic: Resurrection,False,6.022,3388
